"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","YearAcquired","MonthAcquired","AcceptCombo"
"177",1973,"Graduation","Married",52845,"One","None",7,384,25,292,130,41,64,3,8,8,6,6,"Yes","No","No","No","No","No","No","SP",2013,"Aug","No"
"178",1976,"Graduation","Married",24027,"One","None",7,14,7,11,11,0,5,2,2,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"179",1979,"2n Cycle","Together",7500,"One","None",7,2,8,11,3,8,21,4,3,2,2,7,"No","No","No","No","No","No","No","IND",2013,"May","No"
"180",1955,"Graduation","Together",42586,"One","One",7,194,2,56,0,0,0,5,4,1,6,8,"No","No","No","No","No","Yes","No","SP",2012,"Oct","No"
"181",1955,"Graduation","Together",42586,"One","One",7,194,2,56,0,0,0,5,4,1,6,8,"No","No","No","No","No","Yes","No","SP",2012,"Oct","No"
"182",1973,"Basic","Together",9722,"One","None",7,6,17,16,6,16,42,4,3,1,3,8,"No","No","No","No","No","Yes","No","SP",2012,"Oct","No"
"183",1975,"PhD","Married",86836,"None","None",7,179,21,273,0,21,63,1,6,10,6,5,"Yes","No","Yes","Yes","No","Yes","No","SP",2012,"Sep","Yes"
"184",1972,"Graduation","Married",30467,"One","None",8,1,3,8,2,5,5,1,1,0,2,7,"No","No","No","No","No","No","No","CA",2014,"Mar","No"
"185",1952,"PhD","Married",54549,"None","One",8,216,2,6,0,0,9,2,5,1,4,7,"No","No","No","No","No","No","No","SA",2014,"Mar","No"
"186",1982,"Graduation","Together",19444,"One","None",8,16,0,23,3,2,10,3,4,1,2,7,"No","No","No","No","No","Yes","No","SA",2014,"Feb","No"
"187",1956,"Master","Together",69245,"None","One",8,428,30,214,80,30,61,2,6,5,10,3,"No","No","No","No","No","No","No","SA",2014,"Jan","No"
"188",1963,"PhD","Divorced",72968,"None","None",8,1092,37,592,145,37,55,1,5,5,8,3,"No","No","No","Yes","No","Yes","No","SP",2013,"Dec","Yes"
"189",1953,"Graduation","Married",48686,"One","Two",8,10,0,7,2,0,1,1,1,0,2,8,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"190",1990,"Graduation","Married",73687,"None","None",8,559,153,503,218,13,181,1,3,9,9,2,"No","No","No","Yes","No","Yes","No","SA",2013,"Nov","Yes"
"191",1944,"PhD","Single",82716,"None","None",8,606,148,228,15,148,22,1,6,8,13,2,"No","No","No","No","No","No","No","CA",2013,"Nov","No"
"192",1981,"2n Cycle","Married",35523,"One","None",8,11,5,22,12,5,11,2,3,0,3,7,"No","No","No","No","No","No","No","GER",2013,"Oct","No"
"193",1975,"PhD","Divorced",60554,"One","None",8,588,7,76,110,15,15,2,8,4,9,6,"No","No","No","No","No","No","No","SA",2013,"Aug","No"
"194",1956,"Graduation","Together",64090,"None","One",8,316,58,161,76,51,135,1,6,9,4,5,"No","No","No","No","No","Yes","No","SA",2013,"Aug","No"
"195",1965,"Graduation","Single",61559,"None","One",8,279,83,88,32,14,34,1,4,2,10,3,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"196",1962,"PhD","Widow",71670,"None","None",8,1462,16,128,0,0,160,1,5,3,6,6,"No","Yes","Yes","No","Yes","Yes","No","SP",2013,"Jul","Yes"
"197",1951,"PhD","Widow",67680,"None","One",8,546,0,48,0,6,6,1,7,3,8,5,"No","No","No","No","No","No","No","AUS",2013,"Jun","No"
"198",1981,"Graduation","Married",54386,"None","One",8,277,21,64,62,21,25,2,3,2,10,3,"No","No","No","No","No","No","No","SP",2013,"May","No"
"199",1953,"PhD","Single",64108,"None","One",8,948,10,86,13,21,21,4,6,9,11,5,"No","No","No","No","No","No","No","AUS",2013,"Mar","No"
"200",1951,"PhD","Together",69702,"None","One",8,664,9,240,50,19,57,2,7,7,10,4,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"201",1952,"Graduation","Single",47958,"None","One",8,268,11,88,15,3,22,2,6,3,5,5,"No","No","No","No","No","No","No","SA",2013,"Jan","No"
"202",1960,"Graduation","Married",67716,"None","One",8,530,142,217,62,9,56,4,7,4,13,5,"No","Yes","No","No","No","No","No","CA",2013,"Jan","No"
"203",1971,"Graduation","Together",34600,"One","One",8,199,33,60,8,3,15,5,5,2,5,8,"No","No","No","No","No","Yes","No","SP",2013,"Jan","No"
"204",1971,"Graduation","Together",34600,"One","One",8,199,33,60,8,3,15,5,5,2,5,8,"No","No","No","No","No","Yes","No","SP",2013,"Jan","No"
"205",1969,"Graduation","Married",48752,"One","One",8,73,57,100,71,15,0,5,6,1,5,9,"No","No","No","No","No","Yes","No","SP",2012,"Dec","No"
"206",1988,"2n Cycle","Married",15716,"One","None",8,16,5,30,8,7,26,3,3,0,4,8,"No","No","No","No","No","No","Yes","SA",2012,"Nov","No"
"207",1952,"PhD","Divorced",46610,"None","Two",8,96,12,96,33,22,43,6,4,1,6,6,"No","No","No","No","No","Yes","No","AUS",2012,"Oct","No"
"208",1977,"Graduation","Married",74985,"None","None",8,587,51,898,247,0,86,1,3,6,7,2,"No","No","No","No","No","No","No","GER",2012,"Sep","No"
"209",1945,"PhD","Single",45576,"None","None",9,56,19,29,2,14,25,1,3,1,3,8,"No","No","No","No","No","Yes","No","SP",2014,"May","No"
"210",1945,"PhD","Single",113734,"None","None",9,6,2,3,1,262,3,0,27,0,0,1,"No","No","No","No","No","No","No","SP",2014,"May","No"
"211",1987,"Graduation","Single",57100,"One","None",9,158,11,99,15,11,17,2,3,2,7,3,"No","No","No","No","No","No","No","SA",2014,"May","No"
"212",1972,"Graduation","Married",24434,"Two","None",9,3,2,8,20,0,17,2,2,1,2,7,"No","No","No","No","No","No","No","IND",2014,"May","No"
"213",1971,"PhD","Married",37126,"One","None",9,45,3,9,4,4,7,1,1,2,2,6,"Yes","No","No","No","No","Yes","No","SP",2014,"Mar","No"
"214",1958,"Graduation","Single",45160,"One","One",9,8,2,5,3,0,3,1,1,0,2,7,"No","No","No","No","No","No","No","AUS",2014,"Mar","No"
"215",1977,"Graduation","Together",33178,"One","None",9,12,6,2,11,2,16,1,1,0,3,4,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"216",1950,"Master","Widow",64866,"None","One",9,508,5,21,7,5,10,4,7,3,7,5,"No","Yes","No","No","No","No","No","CA",2014,"Jan","No"
"217",1975,"Master","Together",34176,"None","One",9,11,2,7,4,2,2,1,1,0,3,3,"No","No","No","No","No","No","No","CA",2014,"Jan","No"
"218",1968,"Master","Single",50014,"One","None",9,234,14,77,19,10,42,2,4,1,8,5,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"219",1948,"Graduation","Married",92344,"None","None",9,992,24,694,51,19,119,0,5,10,5,1,"Yes","No","Yes","No","No","No","No","AUS",2014,"Jan","Yes"
"220",1970,"Master","Divorced",55282,"One","None",9,125,6,73,8,4,19,1,3,1,6,4,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"221",1963,"PhD","Divorced",48799,"None","One",9,174,18,81,28,6,24,3,3,2,7,3,"No","No","No","No","No","No","No","SP",2013,"Nov","No"
"222",1982,"PhD","Married",84169,"None","None",9,1478,19,403,0,19,0,1,7,6,6,3,"No","Yes","Yes","No","No","Yes","No","SP",2013,"Aug","Yes"
"223",1982,"PhD","Married",84169,"None","None",9,1478,19,403,0,19,0,1,7,6,6,3,"No","Yes","Yes","No","No","Yes","No","SA",2013,"Aug","Yes"
"224",1971,"Master","Single",39763,"One","None",9,80,1,60,4,6,16,2,5,1,2,9,"No","No","No","No","No","Yes","No","SP",2013,"Aug","No"
"225",1975,"PhD","Divorced",74165,"None","None",9,1001,12,240,16,12,12,1,5,4,10,2,"No","No","No","No","No","No","No","CA",2013,"May","No"
"226",1965,"Graduation","Single",42720,"One","One",9,392,5,91,28,26,112,8,7,3,7,8,"No","No","No","No","No","Yes","No","GER",2013,"Apr","No"
"227",1944,"Graduation","Married",65275,"None","None",9,388,14,218,91,14,21,1,4,3,13,2,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"228",1961,"Graduation","Married",36443,"One","One",9,65,0,46,4,3,20,4,3,1,3,8,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"229",1952,"Master","Together",43776,"One","One",9,177,2,71,3,2,20,6,5,2,4,8,"No","No","No","No","No","Yes","No","SA",2013,"Feb","No"
"230",1965,"Graduation","Together",56046,"None","None",9,577,0,64,0,0,51,2,10,1,8,8,"Yes","No","No","No","No","Yes","No","GER",2013,"Jan","No"
"231",1958,"Graduation","Married",65148,"None","One",9,460,35,422,33,12,153,2,6,6,7,4,"No","No","No","No","No","No","No","CA",2012,"Nov","No"
"232",1955,"Graduation","Divorced",49431,"None","One",9,219,3,100,26,0,17,2,7,1,5,8,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"233",1961,"PhD","Together",32583,"One","One",10,5,0,3,0,0,1,1,1,0,2,7,"No","No","No","No","No","No","No","SP",2014,"Jun","No"
"234",1979,"Master","Single",16653,"One","None",10,5,7,31,15,4,7,3,2,1,3,6,"No","No","No","No","No","Yes","No","SP",2014,"Apr","No"
"235",1971,"2n Cycle","Together",26850,"One","One",10,31,1,13,7,2,9,4,2,1,4,4,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"236",1968,"Graduation","Married",51287,"One","One",10,117,0,22,13,0,30,3,4,1,3,7,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"237",1973,"2n Cycle","Married",43050,"One","None",10,30,5,24,6,3,8,2,2,0,4,5,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"238",1969,"Graduation","Married",73448,"None","None",10,236,106,189,23,41,130,1,7,2,9,4,"No","No","No","No","No","No","No","CA",2014,"Feb","No"
"239",1992,"Basic","Married",17256,"One","None",10,6,4,14,8,8,22,2,2,1,2,8,"Yes","No","No","No","No","No","No","US",2013,"Nov","No"
"240",1961,"Graduation","Single",86429,"None","None",10,464,28,873,29,18,37,0,7,4,7,2,"No","No","No","Yes","No","Yes","No","SA",2013,"Nov","Yes"
"241",1983,"PhD","Married",33569,"One","None",10,16,2,18,3,0,24,1,1,1,2,8,"Yes","No","No","No","No","Yes","No","SP",2013,"Oct","No"
"242",1980,"2n Cycle","Together",25130,"One","None",10,2,5,7,0,18,18,2,2,0,3,7,"No","No","No","No","No","No","No","CA",2013,"Oct","No"
"243",1952,"Graduation","Married",62998,"None","One",10,120,58,73,65,89,58,5,5,4,5,5,"No","No","No","No","No","No","No","CA",2013,"Sep","No"
"244",1976,"2n Cycle","Together",26907,"One","One",10,9,1,7,0,3,2,2,1,0,3,7,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"245",1976,"2n Cycle","Together",26907,"One","One",10,9,1,7,0,3,2,2,1,0,3,7,"No","No","No","No","No","No","No","AUS",2013,"Aug","No"
"246",1948,"PhD","Married",45579,"None","One",10,145,1,33,2,1,1,1,4,1,4,6,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"247",1957,"Graduation","Together",47320,"None","One",10,200,19,111,50,15,19,6,5,1,8,6,"No","No","No","No","No","No","No","CA",2013,"Aug","No"
"248",1976,"PhD","Divorced",70179,"None","One",10,532,88,168,69,44,133,3,7,3,13,5,"No","No","No","No","No","No","No","SA",2013,"Jul","No"
"249",1976,"PhD","Divorced",70179,"None","One",10,532,88,168,69,44,133,3,7,3,13,5,"No","No","No","No","No","No","No","US",2013,"Jul","No"
"250",1986,"Master","Married",28072,"One","None",10,30,0,10,2,0,5,1,1,0,3,7,"No","No","No","No","No","No","No","CA",2013,"Jul","No"
"251",1954,"Graduation","Married",50501,"One","One",10,297,0,38,13,0,152,7,5,4,4,6,"Yes","No","No","No","No","Yes","No","IND",2013,"Jun","No"
"252",1969,"Graduation","Together",58917,"One","Two",10,151,7,89,0,7,28,5,4,1,6,5,"No","No","No","No","No","No","No","SA",2013,"Mar","No"
"253",1949,"Graduation","Together",69372,"None","None",10,997,26,269,34,13,42,1,10,4,6,4,"No","Yes","Yes","No","No","Yes","No","CA",2013,"Feb","Yes"
"254",1971,"Master","Married",35178,"One","None",10,23,1,13,2,2,18,1,1,1,2,7,"Yes","No","No","No","No","Yes","No","SP",2013,"Jan","No"
"255",1971,"Master","Married",35178,"One","None",10,23,1,13,2,2,18,1,1,1,2,7,"Yes","No","No","No","No","Yes","No","AUS",2013,"Jan","No"
"256",1968,"Graduation","Divorced",75693,"None","None",10,797,153,293,72,97,30,1,11,4,6,4,"No","Yes","Yes","Yes","No","Yes","No","SP",2012,"Dec","Yes"
"257",1982,"Graduation","Married",69109,"None","None",10,823,25,459,124,29,95,1,6,6,7,4,"No","No","Yes","No","No","Yes","No","US",2012,"Nov","Yes"
"258",1982,"Graduation","Married",69109,"None","None",10,823,25,459,124,29,95,1,6,6,7,4,"No","No","Yes","No","No","Yes","No","SP",2012,"Nov","Yes"
"259",1994,"Graduation","Together",80134,"None","None",11,966,26,282,52,26,26,1,2,7,11,5,"No","Yes","Yes","Yes","Yes","No","No","SP",2014,"Feb","Yes"
"260",1970,"Graduation","Divorced",64713,"One","None",11,180,60,241,13,54,54,2,5,5,7,4,"No","No","No","No","No","Yes","No","AUS",2014,"Feb","No"
"261",1986,"Graduation","Divorced",41411,"None","None",11,37,32,38,11,3,18,1,2,1,4,6,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"262",1955,"PhD","Single",55521,"One","Two",11,416,0,26,0,0,4,9,6,3,6,7,"No","Yes","No","No","No","Yes","No","SP",2013,"Oct","No"
"263",1968,"Master","Together",43795,"None","One",11,314,11,53,4,3,107,3,7,3,4,7,"No","Yes","No","No","No","Yes","No","SP",2013,"Oct","No"
"264",1970,"Graduation","Together",22070,"One","None",11,10,7,19,8,2,21,2,2,2,2,6,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"265",1949,"Master","Married",36408,"One","One",11,9,1,4,3,2,3,1,1,0,2,6,"No","No","No","No","No","No","No","GER",2013,"Sep","No"
"266",1950,"Graduation","Together",34026,"One","One",11,18,6,15,12,8,17,3,2,1,3,5,"No","No","No","No","No","No","No","CA",2013,"Aug","No"
"267",1950,"Graduation","Together",34026,"One","One",11,18,6,15,12,8,17,3,2,1,3,5,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"268",1976,"Graduation","Married",46049,"One","One",11,342,9,112,19,14,19,10,5,2,9,7,"No","No","No","No","No","Yes","No","SP",2013,"Jul","No"
"269",1972,"Master","Married",35641,"One","None",11,63,3,67,8,9,28,2,3,1,4,7,"No","No","No","No","No","Yes","No","SA",2013,"Jul","No"
"270",1984,"2n Cycle","Together",32414,"None","None",11,20,6,5,0,9,12,1,1,0,3,7,"Yes","No","No","No","No","No","No","SA",2013,"Jul","No"
"271",1955,"PhD","Married",59821,"None","One",11,629,0,70,0,0,35,6,11,2,7,8,"No","No","No","No","No","No","No","SA",2013,"Apr","No"
"272",1980,"Graduation","Married",34968,"One","None",11,158,6,45,8,2,2,7,3,2,5,7,"No","No","No","No","No","No","No","SA",2013,"Apr","No"
"273",1967,"PhD","Married",56320,"None","One",11,201,53,172,116,77,83,3,5,4,9,4,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"274",1969,"Master","Married",70091,"One","None",11,964,34,137,15,0,11,2,5,2,10,8,"No","Yes","No","No","No","No","No","SP",2013,"Mar","No"
"275",1956,"Graduation","Together",46097,"None","One",11,72,24,68,65,4,8,5,3,1,6,4,"No","No","No","No","No","No","No","SA",2013,"Mar","No"
"276",1963,"PhD","Divorced",41003,"None","None",11,123,133,142,71,44,88,1,6,2,8,6,"No","No","No","No","No","No","No","SA",2013,"Mar","No"
"277",1959,"Graduation","Together",44911,"None","One",11,159,0,22,2,1,31,3,4,1,4,7,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"278",1975,"Graduation","Single",33249,"One","None",11,6,10,21,19,14,42,2,2,1,3,6,"No","No","No","No","No","No","No","AUS",2013,"Feb","No"
"279",1975,"Graduation","Single",33249,"One","None",11,6,10,21,19,14,42,2,2,1,3,6,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"280",1950,"PhD","Divorced",42873,"One","One",11,209,0,40,3,2,15,4,6,1,4,8,"No","No","No","No","No","No","No","CA",2013,"Jan","No"
"281",1969,"PhD","Married",51039,"One","One",11,100,64,79,65,0,109,2,6,2,4,7,"No","No","No","No","No","No","No","AUS",2012,"Dec","No"
"282",1958,"PhD","Together",78952,"None","One",11,1170,19,594,99,76,134,2,2,5,12,6,"No","No","No","No","No","No","No","SP",2012,"Sep","No"
"283",1966,"Master","Divorced",29435,"One","One",11,70,3,37,4,2,64,4,3,2,2,9,"No","No","No","No","No","Yes","No","CA",2012,"Aug","No"
"284",1954,"Graduation","Divorced",79865,"None","One",12,71,99,278,185,121,38,1,5,10,5,1,"No","No","No","No","No","No","No","SA",2014,"Jun","No"
"285",1988,"Graduation","Other",34176,"One","None",12,5,7,24,19,14,20,4,3,0,4,6,"No","No","No","No","No","No","No","CA",2014,"May","No"
"286",1988,"Graduation","Single",34176,"One","None",12,5,7,24,19,14,20,4,3,0,4,6,"No","No","No","No","No","No","No","IND",2014,"May","No"
"287",1970,"PhD","Together",65968,"None","One",12,376,9,83,19,4,4,2,5,4,7,3,"No","No","No","No","No","No","No","CA",2014,"May","No"
"288",1956,"Master","Single",86424,"None","None",12,387,68,569,89,45,68,1,6,9,12,1,"No","No","No","No","No","No","No","SA",2014,"Apr","No"
"289",1966,"Graduation","Divorced",67272,"None","One",12,357,35,271,28,28,14,3,6,2,12,5,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"290",1957,"Graduation","Single",78499,"None","None",12,912,72,170,47,36,97,1,11,3,4,4,"No","No","Yes","No","No","Yes","No","CA",2013,"Nov","Yes"
"291",1972,"Graduation","Together",77044,"None","One",12,625,38,242,50,34,76,2,7,11,11,4,"Yes","No","No","No","No","No","No","SP",2013,"Oct","No"
"292",1993,"Graduation","Single",70515,"None","None",12,420,0,452,182,64,140,1,6,6,4,2,"No","No","No","No","No","Yes","No","ME",2013,"Oct","No"
"293",1975,"Master","Together",17459,"One","None",12,6,4,16,3,10,30,3,3,1,2,7,"No","No","No","No","No","Yes","No","SP",2013,"Sep","No"
"294",1970,"PhD","Married",80336,"None","None",12,209,19,456,160,142,66,1,2,9,13,1,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"295",1956,"Graduation","Married",15759,"None","None",12,1,2,5,6,0,3,1,1,0,2,7,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"296",1976,"2n Cycle","Together",26326,"None","None",12,1,0,5,0,3,9,1,0,0,3,3,"No","No","No","No","No","No","Yes","GER",2013,"Sep","No"
"297",1976,"Graduation","Together",62061,"None","One",12,641,7,84,0,30,38,3,10,4,7,6,"No","Yes","No","No","No","No","No","SP",2013,"Aug","No"
"298",1976,"Graduation","Married",5305,"None","One",12,12,4,7,1,3,5,0,1,0,0,13,"No","No","No","No","No","No","No","IND",2013,"Jul","No"
"299",1982,"Master","Single",75777,"None","None",12,712,26,538,69,13,80,1,3,6,11,1,"No","Yes","Yes","No","No","Yes","No","AUS",2013,"Jul","Yes"
"300",1982,"Master","Single",75777,"None","None",12,712,26,538,69,13,80,1,3,6,11,1,"No","Yes","Yes","No","No","Yes","No","IND",2013,"Jul","Yes"
"301",1971,"Master","Together",71499,"None","One",12,465,25,132,136,0,37,2,8,3,13,4,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"302",1978,"PhD","Single",31626,"One","None",12,39,1,9,2,1,34,1,2,1,2,7,"Yes","No","No","No","No","Yes","No","GER",2013,"May","No"
"303",1992,"Master","Together",42670,"None","None",12,154,2,46,20,4,15,1,4,2,4,4,"No","No","No","No","No","No","No","SA",2013,"Apr","No"
"304",1973,"Graduation","Single",83917,"None","None",12,514,22,732,42,198,79,1,6,7,7,3,"No","No","No","No","No","Yes","No","SP",2013,"Apr","No"
"305",1969,"Master","Together",41021,"One","None",12,14,7,9,6,16,12,2,2,0,3,6,"No","No","No","No","No","Yes","No","SA",2012,"Dec","No"
"306",1956,"Graduation","Married",79456,"None","None",12,565,42,548,64,83,99,1,5,6,4,3,"No","No","No","No","No","Yes","No","SP",2012,"Aug","No"
"307",1980,"Master","Divorced",78789,"None","None",12,667,50,850,21,83,83,1,4,6,5,2,"No","No","No","No","No","Yes","No","SP",2012,"Aug","No"
"308",1952,"PhD","Married",50870,"None","One",13,53,0,8,0,0,2,1,2,0,3,5,"No","No","No","No","No","No","No","SP",2014,"Jun","No"
"309",1983,"Master","Married",35876,"None","None",13,66,2,40,4,3,14,1,3,1,3,6,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"310",1957,"Graduation","Married",23539,"None","None",13,4,24,11,16,1,25,1,2,0,4,6,"No","No","No","No","No","No","No","CA",2014,"Feb","No"
"311",1967,"Master","Single",32557,"One","None",13,34,3,29,0,4,10,3,2,1,3,5,"No","No","No","No","No","Yes","No","CA",2014,"Feb","No"
"312",1970,"2n Cycle","Married",62466,"None","One",13,129,129,259,168,121,83,5,6,3,12,4,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"313",1970,"2n Cycle","Married",62466,"None","One",13,129,129,259,168,121,83,5,6,3,12,4,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"314",1966,"Graduation","Married",54198,"One","One",13,185,0,28,3,2,17,6,3,1,6,4,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"315",1978,"PhD","Married",82170,"None","None",13,1023,93,651,49,55,37,1,5,6,7,2,"No","No","No","No","No","No","No","SA",2013,"Nov","No"
"316",1964,"PhD","Single",61798,"None","None",13,338,4,89,11,8,13,1,4,2,9,4,"No","No","No","No","No","No","No","SP",2013,"Nov","No"
"317",1992,"Basic","Single",15253,"One","None",13,1,3,3,8,1,13,2,1,0,3,7,"No","No","No","No","No","No","No","CA",2013,"Oct","No"
"318",1988,"Master","Married",78285,"None","None",13,647,107,391,175,67,40,1,6,4,10,3,"No","No","No","No","No","No","No","GER",2013,"Oct","No"
"319",1955,"Graduation","Single",62535,"None","One",13,163,48,90,0,45,52,1,3,2,8,3,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"320",1973,"Basic","Together",27190,"One","None",13,1,6,7,0,1,3,1,1,0,2,8,"Yes","No","No","No","No","Yes","No","SP",2013,"Aug","No"
"321",1968,"2n Cycle","Married",48985,"None","One",13,19,13,18,10,7,8,1,1,1,3,3,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"322",1970,"Graduation","Married",72940,"None","None",13,182,74,298,162,149,116,1,3,3,6,1,"No","No","No","No","No","No","No","SA",2013,"Jun","No"
"323",1985,"2n Cycle","Married",36145,"One","None",13,56,4,76,17,1,18,4,4,1,3,9,"Yes","No","No","No","No","Yes","No","US",2013,"Jun","No"
"324",1977,"Graduation","Together",157146,"None","None",13,1,0,1725,2,1,1,0,0,28,0,1,"No","No","No","No","No","No","No","SA",2013,"Apr","No"
"325",1960,"Master","Married",81843,"None","None",13,779,86,537,34,69,138,1,5,9,12,3,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"326",1988,"Graduation","Together",41883,"One","None",13,32,34,41,73,16,116,3,4,2,3,7,"No","No","No","No","No","No","No","CA",2013,"Mar","No"
